Advanced Calibration Data
,Temperature,date,m,b,Thermistor,A,B,C,KOhm,min,max
,,,1,0,4,0.0014035971835255623,0.00023726772633381188,9.962900548998732e-8,3,-20,60
,Pressure,date,m2,m1,m0,b2,b1,b0,LinearA,LinearB
,,14-Dec-2020 07:25:00,1.0770625635814213e-7,-0.000007510356226703152,1.0035929679870605,-0.000009661966032581404,0.001807626336812973,0.22031164169311523,0,1

Field Calibration Data
,Temperature,date,Slope,Offset,Unit
,,,1,0,0
,Pressure,date,Slope,Offset,Unit
,,,1,0,0

Sensor/File information
Sensor SN,0011204039,,Modbus Addr.,2
Sensor Type,LevelSCOUT,,Initialized w/fw Rev,v2.4
Sensor Name,Seametrics Smart Sensor
File Name,Test File #4

# Records,1441
Statistical Data,,Temperature (°C),Pressure (psi)
,Sensor Range,,50 psia
,Minimum,17.58,14.712
,Maximum,23.97,21.617
,Mean,19.26,17.288
,Variance,2.342,10.4427
,Std Deviation,1.530,3.2315

Rec #,Date / Time,Temperature (°C),Pressure (psi)
772,05-May-2021 22:06:00,20.08,14.874
773,05-May-2021 22:07:00,20.07,14.874
774,05-May-2021 22:08:00,20.07,14.874
775,05-May-2021 22:09:00,20.07,14.879
776,05-May-2021 22:10:00,20.06,14.878
777,05-May-2021 22:11:00,20.06,14.874
778,05-May-2021 22:12:00,20.05,14.876
779,05-May-2021 22:13:00,20.05,14.876
780,05-May-2021 22:14:00,20.04,14.878
781,05-May-2021 22:15:00,20.04,14.878
782,05-May-2021 22:16:00,20.03,14.879
783,05-May-2021 22:17:00,20.03,14.879
784,05-May-2021 22:18:00,20.02,14.879
785,05-May-2021 22:19:00,20.02,14.878
786,05-May-2021 22:20:00,20.02,14.879
787,05-May-2021 22:21:00,20.01,14.879
788,05-May-2021 22:22:00,20.01,14.879
789,05-May-2021 22:23:00,20.00,14.879
790,05-May-2021 22:24:00,20.00,14.879
791,05-May-2021 22:25:00,20.00,14.879
792,05-May-2021 22:26:00,19.99,14.879
793,05-May-2021 22:27:00,19.99,14.879
794,05-May-2021 22:28:00,19.98,14.879
795,05-May-2021 22:29:00,19.98,14.879
796,05-May-2021 22:30:00,19.98,14.879
797,05-May-2021 22:31:00,19.97,14.879
798,05-May-2021 22:32:00,19.97,14.879
799,05-May-2021 22:33:00,19.96,14.879
800,05-May-2021 22:34:00,19.96,14.881
801,05-May-2021 22:35:00,19.95,14.881
802,05-May-2021 22:36:00,19.95,14.881
803,05-May-2021 22:37:00,19.95,14.881
804,05-May-2021 22:38:00,19.94,14.881
805,05-May-2021 22:39:00,19.94,14.881
806,05-May-2021 22:40:00,19.94,14.879
807,05-May-2021 22:41:00,19.93,14.881
808,05-May-2021 22:42:00,19.93,14.879
809,05-May-2021 22:43:00,19.93,14.881
810,05-May-2021 22:44:00,19.92,14.879
811,05-May-2021 22:45:00,19.92,14.879
812,05-May-2021 22:46:00,19.91,14.879
813,05-May-2021 22:47:00,19.91,14.879
814,05-May-2021 22:48:00,19.91,14.879
815,05-May-2021 22:49:00,19.90,14.879
816,05-May-2021 22:50:00,19.90,14.879
817,05-May-2021 22:51:00,19.90,14.877
818,05-May-2021 22:52:00,19.89,14.879
819,05-May-2021 22:53:00,19.89,14.879
820,05-May-2021 22:54:00,19.89,14.879
821,05-May-2021 22:55:00,19.88,14.879
822,05-May-2021 22:56:00,19.88,14.879
823,05-May-2021 22:57:00,19.88,14.879
824,05-May-2021 22:58:00,19.87,14.879
825,05-May-2021 22:59:00,19.87,14.879
826,05-May-2021 23:00:00,19.87,14.879
827,05-May-2021 23:01:00,19.86,14.879
828,05-May-2021 23:02:00,19.86,14.879
829,05-May-2021 23:03:00,19.86,14.879
830,05-May-2021 23:04:00,19.86,14.879
831,05-May-2021 23:05:00,19.85,14.879
832,05-May-2021 23:06:00,19.85,14.879
833,05-May-2021 23:07:00,19.85,14.879
834,05-May-2021 23:08:00,19.84,14.879
835,05-May-2021 23:09:00,19.84,14.879
836,05-May-2021 23:10:00,19.84,14.879
837,05-May-2021 23:11:00,19.83,14.879
838,05-May-2021 23:12:00,19.83,14.879
839,05-May-2021 23:13:00,19.83,14.879
840,05-May-2021 23:14:00,19.83,14.879
841,05-May-2021 23:15:00,19.82,14.879
842,05-May-2021 23:16:00,19.82,14.879
843,05-May-2021 23:17:00,19.81,14.879
844,05-May-2021 23:18:00,19.81,14.879
845,05-May-2021 23:19:00,19.81,14.879
846,05-May-2021 23:20:00,19.81,14.879
847,05-May-2021 23:21:00,19.80,14.879
848,05-May-2021 23:22:00,19.80,14.879
849,05-May-2021 23:23:00,19.80,14.879
850,05-May-2021 23:24:00,19.80,14.879
851,05-May-2021 23:25:00,19.79,14.879
852,05-May-2021 23:26:00,19.79,14.877
853,05-May-2021 23:27:00,19.79,14.877
854,05-May-2021 23:28:00,19.79,14.877
855,05-May-2021 23:29:00,19.78,14.877
856,05-May-2021 23:30:00,19.78,14.877
857,05-May-2021 23:31:00,19.78,14.877
858,05-May-2021 23:32:00,19.78,14.877
859,05-May-2021 23:33:00,19.77,14.877
860,05-May-2021 23:34:00,19.77,14.875
861,05-May-2021 23:35:00,19.77,14.875
862,05-May-2021 23:36:00,19.77,14.875
863,05-May-2021 23:37:00,19.76,14.877
864,05-May-2021 23:38:00,19.76,14.875
865,05-May-2021 23:39:00,19.76,14.875
866,05-May-2021 23:40:00,19.76,14.875
867,05-May-2021 23:41:00,19.76,14.875
868,05-May-2021 23:42:00,19.75,14.875
869,05-May-2021 23:43:00,19.75,14.877
870,05-May-2021 23:44:00,19.75,14.875
871,05-May-2021 23:45:00,19.75,14.875
872,05-May-2021 23:46:00,19.74,14.877
873,05-May-2021 23:47:00,19.74,14.875
874,05-May-2021 23:48:00,19.74,14.875
875,05-May-2021 23:49:00,19.74,14.875
876,05-May-2021 23:50:00,19.74,14.875
877,05-May-2021 23:51:00,19.73,14.877
878,05-May-2021 23:52:00,19.73,14.875
879,05-May-2021 23:53:00,19.73,14.877
880,05-May-2021 23:54:00,19.73,14.877
881,05-May-2021 23:55:00,19.73,14.877
882,05-May-2021 23:56:00,19.72,14.877
883,05-May-2021 23:57:00,19.72,14.877
884,05-May-2021 23:58:00,19.72,14.877
885,05-May-2021 23:59:00,19.72,14.877
886,06-May-2021 00:00:00,19.71,14.877
887,06-May-2021 00:01:00,19.71,14.875
888,06-May-2021 00:02:00,19.71,14.877
889,06-May-2021 00:03:00,19.71,14.875
890,06-May-2021 00:04:00,19.71,14.875
891,06-May-2021 00:05:00,19.70,14.875
892,06-May-2021 00:06:00,19.70,14.874
893,06-May-2021 00:07:00,19.70,14.875
894,06-May-2021 00:08:00,19.70,14.874
895,06-May-2021 00:09:00,19.70,14.875
896,06-May-2021 00:10:00,19.69,14.875
897,06-May-2021 00:11:00,19.69,14.875
898,06-May-2021 00:12:00,19.69,14.875
899,06-May-2021 00:13:00,19.69,14.875
900,06-May-2021 00:14:00,19.69,14.875
901,06-May-2021 00:15:00,19.69,14.875
902,06-May-2021 00:16:00,19.69,14.875
903,06-May-2021 00:17:00,19.68,14.875
904,06-May-2021 00:18:00,19.68,14.875
905,06-May-2021 00:19:00,19.68,14.875
906,06-May-2021 00:20:00,19.68,14.875
907,06-May-2021 00:21:00,19.68,14.875
908,06-May-2021 00:22:00,19.67,14.875
909,06-May-2021 00:23:00,19.67,14.875
910,06-May-2021 00:24:00,19.67,14.875
911,06-May-2021 00:25:00,19.67,14.875
912,06-May-2021 00:26:00,19.67,14.875
913,06-May-2021 00:27:00,19.67,14.875
914,06-May-2021 00:28:00,19.66,14.875
915,06-May-2021 00:29:00,19.66,14.875
916,06-May-2021 00:30:00,19.66,14.875
917,06-May-2021 00:31:00,19.66,14.875
918,06-May-2021 00:32:00,19.66,14.877
919,06-May-2021 00:33:00,19.66,14.877
920,06-May-2021 00:34:00,19.66,14.875
921,06-May-2021 00:35:00,19.65,14.877
922,06-May-2021 00:36:00,19.65,14.877
923,06-May-2021 00:37:00,19.65,14.875
924,06-May-2021 00:38:00,19.65,14.875
925,06-May-2021 00:39:00,19.65,14.877
926,06-May-2021 00:40:00,19.65,14.875
927,06-May-2021 00:41:00,19.65,14.875
928,06-May-2021 00:42:00,19.64,14.875
929,06-May-2021 00:43:00,19.64,14.875
930,06-May-2021 00:44:00,19.64,14.874
931,06-May-2021 00:45:00,19.64,14.875
932,06-May-2021 00:46:00,19.64,14.875
933,06-May-2021 00:47:00,19.64,14.874
934,06-May-2021 00:48:00,19.64,14.875
935,06-May-2021 00:49:00,19.64,14.874
936,06-May-2021 00:50:00,19.63,14.874
937,06-May-2021 00:51:00,19.63,14.874
938,06-May-2021 00:52:00,19.63,14.874
939,06-May-2021 00:53:00,19.63,14.874
940,06-May-2021 00:54:00,19.63,14.874
941,06-May-2021 00:55:00,19.63,14.874
942,06-May-2021 00:56:00,19.63,14.874
943,06-May-2021 00:57:00,19.63,14.872
944,06-May-2021 00:58:00,19.62,14.874
945,06-May-2021 00:59:00,19.62,14.874
946,06-May-2021 01:00:00,19.62,14.874
947,06-May-2021 01:01:00,19.62,14.874
948,06-May-2021 01:02:00,19.62,14.874
949,06-May-2021 01:03:00,19.62,14.874
950,06-May-2021 01:04:00,19.62,14.874
951,06-May-2021 01:05:00,19.61,14.874
952,06-May-2021 01:06:00,19.61,14.874
953,06-May-2021 01:07:00,19.61,14.874
954,06-May-2021 01:08:00,19.61,14.872
955,06-May-2021 01:09:00,19.61,14.872
956,06-May-2021 01:10:00,19.61,14.872
957,06-May-2021 01:11:00,19.61,14.874
958,06-May-2021 01:12:00,19.61,14.874
959,06-May-2021 01:13:00,19.61,14.872
960,06-May-2021 01:14:00,19.60,14.874
961,06-May-2021 01:15:00,19.60,14.874
962,06-May-2021 01:16:00,19.60,14.874
963,06-May-2021 01:17:00,19.60,14.874
964,06-May-2021 01:18:00,19.60,14.874
965,06-May-2021 01:19:00,19.60,14.872
966,06-May-2021 01:20:00,19.60,14.874
967,06-May-2021 01:21:00,19.60,14.874
968,06-May-2021 01:22:00,19.59,14.872
969,06-May-2021 01:23:00,19.59,14.872
970,06-May-2021 01:24:00,19.59,14.872
971,06-May-2021 01:25:00,19.59,14.872
972,06-May-2021 01:26:00,19.59,14.872
973,06-May-2021 01:27:00,19.59,14.872
974,06-May-2021 01:28:00,19.59,14.872
975,06-May-2021 01:29:00,19.59,14.872
976,06-May-2021 01:30:00,19.58,14.872
977,06-May-2021 01:31:00,19.58,14.872
978,06-May-2021 01:32:00,19.58,14.872
979,06-May-2021 01:33:00,19.58,14.872
980,06-May-2021 01:34:00,19.58,14.872
981,06-May-2021 01:35:00,19.58,14.872
982,06-May-2021 01:36:00,19.58,14.872
983,06-May-2021 01:37:00,19.58,14.870
984,06-May-2021 01:38:00,19.57,14.872
985,06-May-2021 01:39:00,19.58,14.872
986,06-May-2021 01:40:00,19.57,14.872
987,06-May-2021 01:41:00,19.57,14.872
988,06-May-2021 01:42:00,19.57,14.872
989,06-May-2021 01:43:00,19.57,14.870
990,06-May-2021 01:44:00,19.57,14.872
991,06-May-2021 01:45:00,19.57,14.872
992,06-May-2021 01:46:00,19.57,14.872
993,06-May-2021 01:47:00,19.57,14.872
994,06-May-2021 01:48:00,19.56,14.870
995,06-May-2021 01:49:00,19.56,14.870
996,06-May-2021 01:50:00,19.56,14.870
997,06-May-2021 01:51:00,19.56,14.870
998,06-May-2021 01:52:00,19.56,14.870
999,06-May-2021 01:53:00,19.56,14.870
1000,06-May-2021 01:54:00,19.56,14.868
1001,06-May-2021 01:55:00,19.56,14.868
1002,06-May-2021 01:56:00,19.56,14.868
1003,06-May-2021 01:57:00,19.55,14.868
1004,06-May-2021 01:58:00,19.55,14.868
1005,06-May-2021 01:59:00,19.55,14.868
1006,06-May-2021 02:00:00,19.55,14.868
1007,06-May-2021 02:01:00,19.55,14.868
1008,06-May-2021 02:02:00,19.55,14.868
1009,06-May-2021 02:03:00,19.55,14.867
1010,06-May-2021 02:04:00,19.55,14.867
1011,06-May-2021 02:05:00,19.54,14.868
1012,06-May-2021 02:06:00,19.54,14.867
1013,06-May-2021 02:07:00,19.54,14.868
1014,06-May-2021 02:08:00,19.54,14.868
1015,06-May-2021 02:09:00,19.54,14.867
1016,06-May-2021 02:10:00,19.54,14.867
1017,06-May-2021 02:11:00,19.54,14.867
1018,06-May-2021 02:12:00,19.54,14.867
1019,06-May-2021 02:13:00,19.54,14.867
1020,06-May-2021 02:14:00,19.54,14.867
1021,06-May-2021 02:15:00,19.54,14.865
1022,06-May-2021 02:16:00,19.53,14.867
1023,06-May-2021 02:17:00,19.53,14.867
1024,06-May-2021 02:18:00,19.53,14.867
1025,06-May-2021 02:19:00,19.53,14.867
1026,06-May-2021 02:20:00,19.53,14.867
1027,06-May-2021 02:21:00,19.53,14.867
1028,06-May-2021 02:22:00,19.53,14.867
1029,06-May-2021 02:23:00,19.53,14.867
1030,06-May-2021 02:24:00,19.53,14.867
1031,06-May-2021 02:25:00,19.52,14.865
1032,06-May-2021 02:26:00,19.52,14.865
1033,06-May-2021 02:27:00,19.52,14.865
1034,06-May-2021 02:28:00,19.52,14.867
1035,06-May-2021 02:29:00,19.52,14.865
1036,06-May-2021 02:30:00,19.52,14.865
1037,06-May-2021 02:31:00,19.52,14.867
1038,06-May-2021 02:32:00,19.52,14.867
1039,06-May-2021 02:33:00,19.52,14.867
1040,06-May-2021 02:34:00,19.52,14.865
1041,06-May-2021 02:35:00,19.51,14.865
1042,06-May-2021 02:36:00,19.51,14.863
1043,06-May-2021 02:37:00,19.51,14.865
1044,06-May-2021 02:38:00,19.51,14.863
1045,06-May-2021 02:39:00,19.51,14.863
1046,06-May-2021 02:40:00,19.51,14.863
1047,06-May-2021 02:41:00,19.51,14.862
1048,06-May-2021 02:42:00,19.51,14.863
1049,06-May-2021 02:43:00,19.51,14.862
1050,06-May-2021 02:44:00,19.51,14.862
1051,06-May-2021 02:45:00,19.50,14.863
1052,06-May-2021 02:46:00,19.50,14.863
1053,06-May-2021 02:47:00,19.50,14.862
1054,06-May-2021 02:48:00,19.50,14.863
1055,06-May-2021 02:49:00,19.50,14.862
1056,06-May-2021 02:50:00,19.50,14.862
1057,06-May-2021 02:51:00,19.50,14.862
1058,06-May-2021 02:52:00,19.50,14.862
1059,06-May-2021 02:53:00,19.49,14.862
1060,06-May-2021 02:54:00,19.49,14.862
1061,06-May-2021 02:55:00,19.49,14.862
1062,06-May-2021 02:56:00,19.49,14.862
1063,06-May-2021 02:57:00,19.49,14.862
1064,06-May-2021 02:58:00,19.49,14.863
1065,06-May-2021 02:59:00,19.49,14.862
1066,06-May-2021 03:00:00,19.49,14.862
1067,06-May-2021 03:01:00,19.49,14.862
1068,06-May-2021 03:02:00,19.48,14.862
1069,06-May-2021 03:03:00,19.48,14.862
1070,06-May-2021 03:04:00,19.48,14.862
1071,06-May-2021 03:05:00,19.48,14.862
1072,06-May-2021 03:06:00,19.48,14.862
1073,06-May-2021 03:07:00,19.48,14.862
1074,06-May-2021 03:08:00,19.48,14.862
1075,06-May-2021 03:09:00,19.48,14.862
1076,06-May-2021 03:10:00,19.47,14.862
1077,06-May-2021 03:11:00,19.47,14.863
1078,06-May-2021 03:12:00,19.47,14.862
1079,06-May-2021 03:13:00,19.47,14.863
1080,06-May-2021 03:14:00,19.47,14.865
1081,06-May-2021 03:15:00,19.47,14.863
1082,06-May-2021 03:16:00,19.46,14.863
1083,06-May-2021 03:17:00,19.46,14.865
1084,06-May-2021 03:18:00,19.46,14.865
1085,06-May-2021 03:19:00,19.46,14.865
1086,06-May-2021 03:20:00,19.46,14.865
1087,06-May-2021 03:21:00,19.46,14.867
1088,06-May-2021 03:22:00,19.46,14.865
1089,06-May-2021 03:23:00,19.46,14.865
1090,06-May-2021 03:24:00,19.46,14.865
1091,06-May-2021 03:25:00,19.45,14.865
1092,06-May-2021 03:26:00,19.45,14.867
1093,06-May-2021 03:27:00,19.45,14.867
1094,06-May-2021 03:28:00,19.45,14.867
1095,06-May-2021 03:29:00,19.45,14.865
1096,06-May-2021 03:30:00,19.45,14.865
1097,06-May-2021 03:31:00,19.45,14.867
1098,06-May-2021 03:32:00,19.45,14.865
1099,06-May-2021 03:33:00,19.44,14.865
1100,06-May-2021 03:34:00,19.44,14.863
1101,06-May-2021 03:35:00,19.44,14.865
1102,06-May-2021 03:36:00,19.44,14.865
1103,06-May-2021 03:37:00,19.44,14.865
1104,06-May-2021 03:38:00,19.44,14.865
1105,06-May-2021 03:39:00,19.44,14.865
1106,06-May-2021 03:40:00,19.43,14.865
1107,06-May-2021 03:41:00,19.43,14.865
1108,06-May-2021 03:42:00,19.43,14.865
1109,06-May-2021 03:43:00,19.43,14.865
1110,06-May-2021 03:44:00,19.43,14.865
1111,06-May-2021 03:45:00,19.43,14.865
1112,06-May-2021 03:46:00,19.43,14.865
1113,06-May-2021 03:47:00,19.43,14.865
1114,06-May-2021 03:48:00,19.43,14.865
1115,06-May-2021 03:49:00,19.42,14.865
1116,06-May-2021 03:50:00,19.42,14.863
1117,06-May-2021 03:51:00,19.42,14.865
1118,06-May-2021 03:52:00,19.42,14.863
1119,06-May-2021 03:53:00,19.42,14.865
1120,06-May-2021 03:54:00,19.42,14.865
1121,06-May-2021 03:55:00,19.42,14.863
1122,06-May-2021 03:56:00,19.42,14.865
1123,06-May-2021 03:57:00,19.41,14.865
1124,06-May-2021 03:58:00,19.41,14.865
1125,06-May-2021 03:59:00,19.41,14.867
1126,06-May-2021 04:00:00,19.41,14.865
1127,06-May-2021 04:01:00,19.41,14.865
1128,06-May-2021 04:02:00,19.41,14.865
1129,06-May-2021 04:03:00,19.41,14.865
1130,06-May-2021 04:04:00,19.41,14.865
1131,06-May-2021 04:05:00,19.41,14.865
1132,06-May-2021 04:06:00,19.40,14.865
1133,06-May-2021 04:07:00,19.40,14.867
1134,06-May-2021 04:08:00,19.40,14.865
1135,06-May-2021 04:09:00,19.40,14.865
1136,06-May-2021 04:10:00,19.40,14.865
1137,06-May-2021 04:11:00,19.40,14.865
1138,06-May-2021 04:12:00,19.40,14.865
1139,06-May-2021 04:13:00,19.40,14.865
1140,06-May-2021 04:14:00,19.40,14.865
1141,06-May-2021 04:15:00,19.40,14.865
1142,06-May-2021 04:16:00,19.39,14.863
1143,06-May-2021 04:17:00,19.39,14.863
1144,06-May-2021 04:18:00,19.39,14.863
1145,06-May-2021 04:19:00,19.39,14.865
1146,06-May-2021 04:20:00,19.39,14.865
1147,06-May-2021 04:21:00,19.39,14.866
1148,06-May-2021 04:22:00,19.39,14.865
1149,06-May-2021 04:23:00,19.39,14.866
1150,06-May-2021 04:24:00,19.39,14.866
1151,06-May-2021 04:25:00,19.38,14.866
1152,06-May-2021 04:26:00,19.38,14.866
1153,06-May-2021 04:27:00,19.38,14.866
1154,06-May-2021 04:28:00,19.38,14.866
1155,06-May-2021 04:29:00,19.38,14.866
1156,06-May-2021 04:30:00,19.38,14.866
1157,06-May-2021 04:31:00,19.38,14.866
1158,06-May-2021 04:32:00,19.38,14.866
1159,06-May-2021 04:33:00,19.38,14.868
1160,06-May-2021 04:34:00,19.38,14.866
1161,06-May-2021 04:35:00,19.37,14.866
1162,06-May-2021 04:36:00,19.37,14.866
1163,06-May-2021 04:37:00,19.37,14.866
1164,06-May-2021 04:38:00,19.37,14.866
1165,06-May-2021 04:39:00,19.37,14.865
1166,06-May-2021 04:40:00,19.37,14.866
1167,06-May-2021 04:41:00,19.37,14.866
1168,06-May-2021 04:42:00,19.37,14.868
1169,06-May-2021 04:43:00,19.37,14.866
1170,06-May-2021 04:44:00,19.37,14.866
1171,06-May-2021 04:45:00,19.37,14.866
1172,06-May-2021 04:46:00,19.37,14.866
1173,06-May-2021 04:47:00,19.37,14.866
1174,06-May-2021 04:48:00,19.36,14.866
1175,06-May-2021 04:49:00,19.36,14.866
1176,06-May-2021 04:50:00,19.36,14.866
1177,06-May-2021 04:51:00,19.36,14.866
1178,06-May-2021 04:52:00,19.36,14.866
1179,06-May-2021 04:53:00,19.36,14.866
1180,06-May-2021 04:54:00,19.36,14.866
1181,06-May-2021 04:55:00,19.36,14.866
1182,06-May-2021 04:56:00,19.36,14.866
1183,06-May-2021 04:57:00,19.36,14.866
1184,06-May-2021 04:58:00,19.36,14.866
1185,06-May-2021 04:59:00,19.35,14.866
1186,06-May-2021 05:00:00,19.35,14.866
1187,06-May-2021 05:01:00,19.35,14.866
1188,06-May-2021 05:02:00,19.35,14.866
1189,06-May-2021 05:03:00,19.35,14.865
1190,06-May-2021 05:04:00,19.35,14.866
1191,06-May-2021 05:05:00,19.35,14.866
1192,06-May-2021 05:06:00,19.35,14.865
1193,06-May-2021 05:07:00,19.35,14.865
1194,06-May-2021 05:08:00,19.35,14.865
1195,06-May-2021 05:09:00,19.35,14.865
1196,06-May-2021 05:10:00,19.35,14.863
1197,06-May-2021 05:11:00,19.35,14.865
1198,06-May-2021 05:12:00,19.35,14.865
1199,06-May-2021 05:13:00,19.35,14.865
1200,06-May-2021 05:14:00,19.34,14.863
1201,06-May-2021 05:15:00,19.34,14.865
1202,06-May-2021 05:16:00,19.34,14.865
1203,06-May-2021 05:17:00,19.34,14.863
1204,06-May-2021 05:18:00,19.34,14.863
1205,06-May-2021 05:19:00,19.34,14.863
1206,06-May-2021 05:20:00,19.34,14.863
1207,06-May-2021 05:21:00,19.34,14.863
1208,06-May-2021 05:22:00,19.34,14.863
1209,06-May-2021 05:23:00,19.34,14.863
1210,06-May-2021 05:24:00,19.34,14.863
1211,06-May-2021 05:25:00,19.34,14.861
1212,06-May-2021 05:26:00,19.34,14.861
1213,06-May-2021 05:27:00,19.34,14.861
1214,06-May-2021 05:28:00,19.34,14.863
1215,06-May-2021 05:29:00,19.34,14.861
1216,06-May-2021 05:30:00,19.34,14.861
1217,06-May-2021 05:31:00,19.34,14.861
1218,06-May-2021 05:32:00,19.34,14.863
1219,06-May-2021 05:33:00,19.34,14.861
1220,06-May-2021 05:34:00,19.33,14.861
1221,06-May-2021 05:35:00,19.33,14.861
1222,06-May-2021 05:36:00,19.33,14.861
1223,06-May-2021 05:37:00,19.33,14.861
1224,06-May-2021 05:38:00,19.33,14.861
1225,06-May-2021 05:39:00,19.33,14.861
1226,06-May-2021 05:40:00,19.33,14.861
1227,06-May-2021 05:41:00,19.33,14.861
1228,06-May-2021 05:42:00,19.33,14.861
1229,06-May-2021 05:43:00,19.33,14.861
1230,06-May-2021 05:44:00,19.33,14.865
1231,06-May-2021 05:45:00,19.33,14.861
1232,06-May-2021 05:46:00,19.33,14.861
1233,06-May-2021 05:47:00,19.33,14.863
1234,06-May-2021 05:48:00,19.33,14.863
1235,06-May-2021 05:49:00,19.33,14.861
1236,06-May-2021 05:50:00,19.33,14.861
1237,06-May-2021 05:51:00,19.33,14.863
1238,06-May-2021 05:52:00,19.33,14.861
1239,06-May-2021 05:53:00,19.33,14.860
1240,06-May-2021 05:54:00,19.33,14.863
1241,06-May-2021 05:55:00,19.33,14.861
1242,06-May-2021 05:56:00,19.33,14.861
1243,06-May-2021 05:57:00,19.33,14.861
1244,06-May-2021 05:58:00,19.33,14.861
1245,06-May-2021 05:59:00,19.33,14.861
1246,06-May-2021 06:00:00,19.33,14.861
1247,06-May-2021 06:01:00,19.33,14.861
1248,06-May-2021 06:02:00,19.32,14.861
1249,06-May-2021 06:03:00,19.32,14.860
1250,06-May-2021 06:04:00,19.32,14.861
1251,06-May-2021 06:05:00,19.32,14.860
1252,06-May-2021 06:06:00,19.32,14.860
1253,06-May-2021 06:07:00,19.32,14.861
1254,06-May-2021 06:08:00,19.32,14.861
1255,06-May-2021 06:09:00,19.32,14.860
1256,06-May-2021 06:10:00,19.32,14.861
1257,06-May-2021 06:11:00,19.32,14.860
1258,06-May-2021 06:12:00,19.32,14.861
1259,06-May-2021 06:13:00,19.32,14.860
1260,06-May-2021 06:14:00,19.32,14.861
1261,06-May-2021 06:15:00,19.32,14.860
1262,06-May-2021 06:16:00,19.32,14.860
1263,06-May-2021 06:17:00,19.32,14.860
1264,06-May-2021 06:18:00,19.32,14.860
1265,06-May-2021 06:19:00,19.32,14.858
1266,06-May-2021 06:20:00,19.32,14.860
1267,06-May-2021 06:21:00,19.32,14.860
1268,06-May-2021 06:22:00,19.32,14.861
1269,06-May-2021 06:23:00,19.32,14.860
1270,06-May-2021 06:24:00,19.32,14.858
1271,06-May-2021 06:25:00,19.32,14.858
1272,06-May-2021 06:26:00,19.32,14.860
1273,06-May-2021 06:27:00,19.32,14.860
1274,06-May-2021 06:28:00,19.32,14.858
1275,06-May-2021 06:29:00,19.32,14.858
1276,06-May-2021 06:30:00,19.32,14.860
1277,06-May-2021 06:31:00,19.32,14.858
1278,06-May-2021 06:32:00,19.32,14.860
1279,06-May-2021 06:33:00,19.32,14.858
1280,06-May-2021 06:34:00,19.32,14.858
1281,06-May-2021 06:35:00,19.32,14.860
1282,06-May-2021 06:36:00,19.32,14.858
1283,06-May-2021 06:37:00,19.32,14.858
1284,06-May-2021 06:38:00,19.32,14.860
1285,06-May-2021 06:39:00,19.32,14.858
1286,06-May-2021 06:40:00,19.32,14.858
1287,06-May-2021 06:41:00,19.32,14.856
1288,06-May-2021 06:42:00,19.32,14.858
1289,06-May-2021 06:43:00,19.32,14.858
1290,06-May-2021 06:44:00,19.32,14.858
1291,06-May-2021 06:45:00,19.32,14.858
1292,06-May-2021 06:46:00,19.32,14.858
1293,06-May-2021 06:47:00,19.32,14.858
1294,06-May-2021 06:48:00,19.32,14.858
1295,06-May-2021 06:49:00,19.32,14.856
1296,06-May-2021 06:50:00,19.32,14.858
1297,06-May-2021 06:51:00,19.32,14.856
1298,06-May-2021 06:52:00,19.32,14.858
1299,06-May-2021 06:53:00,19.32,14.858
1300,06-May-2021 06:54:00,19.32,14.858
1301,06-May-2021 06:55:00,19.32,14.858
1302,06-May-2021 06:56:00,19.32,14.858
1303,06-May-2021 06:57:00,19.32,14.858
1304,06-May-2021 06:58:00,19.32,14.860
1305,06-May-2021 06:59:00,19.32,14.860
1306,06-May-2021 07:00:00,19.32,14.858
1307,06-May-2021 07:01:00,19.32,14.858
1308,06-May-2021 07:02:00,19.32,14.860
1309,06-May-2021 07:03:00,19.32,14.858
1310,06-May-2021 07:04:00,19.32,14.860
1311,06-May-2021 07:05:00,19.32,14.860
1312,06-May-2021 07:06:00,19.32,14.860
1313,06-May-2021 07:07:00,19.32,14.860
1314,06-May-2021 07:08:00,19.32,14.860
1315,06-May-2021 07:09:00,19.32,14.860
1316,06-May-2021 07:10:00,19.33,14.860
1317,06-May-2021 07:11:00,19.33,14.860
1318,06-May-2021 07:12:00,19.33,14.860
1319,06-May-2021 07:13:00,19.33,14.860
1320,06-May-2021 07:14:00,19.33,14.861
1321,06-May-2021 07:15:00,19.33,14.861
1322,06-May-2021 07:16:00,19.33,14.860
1323,06-May-2021 07:17:00,19.33,14.860
1324,06-May-2021 07:18:00,19.33,14.860
1325,06-May-2021 07:19:00,19.33,14.860
1326,06-May-2021 07:20:00,19.33,14.861
1327,06-May-2021 07:21:00,19.33,14.861
1328,06-May-2021 07:22:00,19.33,14.861
1329,06-May-2021 07:23:00,19.33,14.863
1330,06-May-2021 07:24:00,19.33,14.863
1331,06-May-2021 07:25:00,19.33,14.861
1332,06-May-2021 07:26:00,19.33,14.861
1333,06-May-2021 07:27:00,19.33,14.861
1334,06-May-2021 07:28:00,19.33,14.861
1335,06-May-2021 07:29:00,19.33,14.861
1336,06-May-2021 07:30:00,19.33,14.861
1337,06-May-2021 07:31:00,19.33,14.863
1338,06-May-2021 07:32:00,19.33,14.863
1339,06-May-2021 07:33:00,19.33,14.861
1340,06-May-2021 07:34:00,19.33,14.863
1341,06-May-2021 07:35:00,19.33,14.861
1342,06-May-2021 07:36:00,19.33,14.861
