Advanced Calibration Data
,Temperature,date,m,b,Thermistor,A,B,C,KOhm,min,max
,,,1,0,4,0.0014035971835255623,0.00023726772633381188,9.962900548998732e-8,3,-20,60
,Pressure,date,m2,m1,m0,b2,b1,b0,LinearA,LinearB
,,24-Aug-2020 09:27:45,4.67599988951406e-7,0.00003301670221844688,1.010563850402832,0.00015278111095540226,-0.007007943466305733,-0.0350460559129715,-0.000008718800017959438,1.0026094913482666

Field Calibration Data
,Temperature,date,Slope,Offset,Unit
,,,1,0,0
,Pressure,date,Slope,Offset,Unit
,,,1,0,0

Sensor/File information
Sensor SN,0012202845,,Modbus Addr.,2
Sensor Type,LevelSCOUT,,Initialized w/fw Rev,v2.4
Sensor Name,Seametrics Smart Sensor
File Name,Test File #4

# Records,1441
Statistical Data,,Temperature (°C),Pressure (psi)
,Sensor Range,,300 psia
,Minimum,17.70,14.543
,Maximum,24.01,19.560
,Mean,19.45,16.432
,Variance,2.468,5.3631
,Std Deviation,1.571,2.3158

Rec #,Date / Time,Temperature (°C),Pressure (psi)
494,05-May-2021 17:28:00,17.80,19.549
495,05-May-2021 17:29:00,17.80,19.560
496,05-May-2021 17:30:00,17.80,19.549
497,05-May-2021 17:31:00,17.81,19.549
498,05-May-2021 17:32:00,17.81,19.560
499,05-May-2021 17:33:00,17.80,19.549
500,05-May-2021 17:34:00,17.79,19.560
501,05-May-2021 17:35:00,17.79,19.549
502,05-May-2021 17:36:00,17.78,19.549
503,05-May-2021 17:37:00,17.78,19.549
504,05-May-2021 17:38:00,17.79,19.549
505,05-May-2021 17:39:00,17.80,19.549
506,05-May-2021 17:40:00,17.80,19.549
507,05-May-2021 17:41:00,17.79,19.560
508,05-May-2021 17:42:00,17.80,19.549
509,05-May-2021 17:43:00,17.81,19.549
510,05-May-2021 17:44:00,17.82,19.560
511,05-May-2021 17:45:00,17.83,19.549
512,05-May-2021 17:46:00,17.83,19.559
513,05-May-2021 17:47:00,17.83,19.549
514,05-May-2021 17:48:00,17.83,19.549
515,05-May-2021 17:49:00,17.83,19.549
516,05-May-2021 17:50:00,17.82,19.549
517,05-May-2021 17:51:00,17.80,14.747
518,05-May-2021 17:52:00,17.77,14.747
519,05-May-2021 17:53:00,17.89,14.757
520,05-May-2021 17:54:00,18.49,14.747
521,05-May-2021 17:55:00,19.27,14.746
522,05-May-2021 17:56:00,19.84,14.746
523,05-May-2021 17:57:00,20.28,14.746
524,05-May-2021 17:58:00,20.62,14.746
525,05-May-2021 17:59:00,20.91,14.736
526,05-May-2021 18:00:00,21.17,14.726
527,05-May-2021 18:01:00,21.40,14.746
528,05-May-2021 18:02:00,21.60,14.664
529,05-May-2021 18:03:00,21.79,14.624
530,05-May-2021 18:04:00,21.96,14.613
531,05-May-2021 18:05:00,22.11,14.685
532,05-May-2021 18:06:00,22.26,14.593
533,05-May-2021 18:07:00,22.39,14.614
534,05-May-2021 18:08:00,22.52,14.624
535,05-May-2021 18:09:00,22.64,14.593
536,05-May-2021 18:10:00,22.75,14.593
537,05-May-2021 18:11:00,22.86,14.634
538,05-May-2021 18:12:00,22.95,14.594
539,05-May-2021 18:13:00,23.04,14.553
540,05-May-2021 18:14:00,23.13,14.543
541,05-May-2021 18:15:00,23.20,14.665
542,05-May-2021 18:16:00,23.28,14.666
543,05-May-2021 18:17:00,23.34,14.645
544,05-May-2021 18:18:00,23.40,14.655
545,05-May-2021 18:19:00,23.46,14.645
546,05-May-2021 18:20:00,23.51,14.645
547,05-May-2021 18:21:00,23.56,14.615
548,05-May-2021 18:22:00,23.60,14.635
549,05-May-2021 18:23:00,23.64,14.656
550,05-May-2021 18:24:00,23.67,14.717
551,05-May-2021 18:25:00,23.71,14.707
552,05-May-2021 18:26:00,23.73,14.707
553,05-May-2021 18:27:00,23.76,14.738
554,05-May-2021 18:28:00,23.79,14.728
555,05-May-2021 18:29:00,23.82,14.748
556,05-May-2021 18:30:00,23.84,14.748
557,05-May-2021 18:31:00,23.86,14.748
558,05-May-2021 18:32:00,23.88,14.738
559,05-May-2021 18:33:00,23.90,14.738
560,05-May-2021 18:34:00,23.91,14.738
561,05-May-2021 18:35:00,23.93,14.728
562,05-May-2021 18:36:00,23.95,14.717
563,05-May-2021 18:37:00,23.96,14.717
564,05-May-2021 18:38:00,23.97,14.717
565,05-May-2021 18:39:00,23.98,14.707
566,05-May-2021 18:40:00,23.99,14.707
567,05-May-2021 18:41:00,23.99,14.697
568,05-May-2021 18:42:00,24.00,14.707
569,05-May-2021 18:43:00,24.01,14.687
570,05-May-2021 18:44:00,24.01,14.707
571,05-May-2021 18:45:00,24.01,14.697
572,05-May-2021 18:46:00,24.01,14.697
573,05-May-2021 18:47:00,24.01,14.697
574,05-May-2021 18:48:00,24.01,14.707
575,05-May-2021 18:49:00,24.01,14.697
576,05-May-2021 18:50:00,24.01,14.687
577,05-May-2021 18:51:00,24.00,14.687
578,05-May-2021 18:52:00,24.00,14.687
579,05-May-2021 18:53:00,23.99,14.677
580,05-May-2021 18:54:00,23.99,14.687
581,05-May-2021 18:55:00,23.98,14.677
582,05-May-2021 18:56:00,23.97,14.687
583,05-May-2021 18:57:00,23.96,14.676
584,05-May-2021 18:58:00,23.96,14.676
585,05-May-2021 18:59:00,23.95,14.687
586,05-May-2021 19:00:00,23.94,14.676
587,05-May-2021 19:01:00,23.94,14.676
588,05-May-2021 19:02:00,23.92,14.697
589,05-May-2021 19:03:00,23.89,14.676
590,05-May-2021 19:04:00,23.87,14.687
591,05-May-2021 19:05:00,23.83,14.687
592,05-May-2021 19:06:00,23.80,14.687
593,05-May-2021 19:07:00,23.76,14.687
594,05-May-2021 19:08:00,23.73,14.676
595,05-May-2021 19:09:00,23.68,14.676
596,05-May-2021 19:10:00,23.64,14.686
597,05-May-2021 19:11:00,23.60,14.676
598,05-May-2021 19:12:00,23.56,14.686
599,05-May-2021 19:13:00,23.51,14.676
600,05-May-2021 19:14:00,23.47,14.686
601,05-May-2021 19:15:00,23.43,14.686
602,05-May-2021 19:16:00,23.38,14.686
603,05-May-2021 19:17:00,23.34,14.686
604,05-May-2021 19:18:00,23.30,14.686
605,05-May-2021 19:19:00,23.25,14.676
606,05-May-2021 19:20:00,23.21,14.686
607,05-May-2021 19:21:00,23.16,14.676
608,05-May-2021 19:22:00,23.12,14.676
609,05-May-2021 19:23:00,23.08,14.676
610,05-May-2021 19:24:00,23.04,14.676
611,05-May-2021 19:25:00,22.99,14.676
612,05-May-2021 19:26:00,22.95,14.676
613,05-May-2021 19:27:00,22.91,14.675
614,05-May-2021 19:28:00,22.87,14.675
615,05-May-2021 19:29:00,22.83,14.686
616,05-May-2021 19:30:00,22.79,14.675
617,05-May-2021 19:31:00,22.75,14.686
618,05-May-2021 19:32:00,22.72,14.686
619,05-May-2021 19:33:00,22.68,14.686
620,05-May-2021 19:34:00,22.64,14.686
621,05-May-2021 19:35:00,22.60,14.685
622,05-May-2021 19:36:00,22.56,14.685
623,05-May-2021 19:37:00,22.53,14.685
624,05-May-2021 19:38:00,22.49,14.685
625,05-May-2021 19:39:00,22.45,14.685
626,05-May-2021 19:40:00,22.42,14.685
627,05-May-2021 19:41:00,22.39,14.685
628,05-May-2021 19:42:00,22.35,14.685
629,05-May-2021 19:43:00,22.32,14.675
630,05-May-2021 19:44:00,22.29,14.685
631,05-May-2021 19:45:00,22.25,14.685
632,05-May-2021 19:46:00,22.22,14.675
633,05-May-2021 19:47:00,22.19,14.675
634,05-May-2021 19:48:00,22.16,14.685
635,05-May-2021 19:49:00,22.13,14.685
636,05-May-2021 19:50:00,22.10,14.685
637,05-May-2021 19:51:00,22.07,14.685
638,05-May-2021 19:52:00,22.04,14.685
639,05-May-2021 19:53:00,22.01,14.685
640,05-May-2021 19:54:00,21.98,14.685
641,05-May-2021 19:55:00,21.95,14.695
642,05-May-2021 19:56:00,21.92,14.685
643,05-May-2021 19:57:00,21.89,14.685
644,05-May-2021 19:58:00,21.87,14.685
645,05-May-2021 19:59:00,21.84,14.695
646,05-May-2021 20:00:00,21.81,14.685
647,05-May-2021 20:01:00,21.79,14.685
648,05-May-2021 20:02:00,21.76,14.685
649,05-May-2021 20:03:00,21.74,14.685
650,05-May-2021 20:04:00,21.71,14.685
651,05-May-2021 20:05:00,21.69,14.685
652,05-May-2021 20:06:00,21.66,14.685
653,05-May-2021 20:07:00,21.64,14.685
654,05-May-2021 20:08:00,21.62,14.685
655,05-May-2021 20:09:00,21.59,14.685
656,05-May-2021 20:10:00,21.57,14.685
657,05-May-2021 20:11:00,21.55,14.685
658,05-May-2021 20:12:00,21.53,14.695
659,05-May-2021 20:13:00,21.51,14.695
660,05-May-2021 20:14:00,21.49,14.685
661,05-May-2021 20:15:00,21.46,14.685
662,05-May-2021 20:16:00,21.44,14.685
663,05-May-2021 20:17:00,21.42,14.685
664,05-May-2021 20:18:00,21.40,14.685
665,05-May-2021 20:19:00,21.38,14.685
666,05-May-2021 20:20:00,21.36,14.685
667,05-May-2021 20:21:00,21.34,14.685
668,05-May-2021 20:22:00,21.32,14.685
669,05-May-2021 20:23:00,21.30,14.685
670,05-May-2021 20:24:00,21.29,14.695
671,05-May-2021 20:25:00,21.27,14.685
672,05-May-2021 20:26:00,21.25,14.695
673,05-May-2021 20:27:00,21.23,14.685
674,05-May-2021 20:28:00,21.21,14.695
675,05-May-2021 20:29:00,21.20,14.685
676,05-May-2021 20:30:00,21.18,14.685
677,05-May-2021 20:31:00,21.16,14.695
678,05-May-2021 20:32:00,21.15,14.685
679,05-May-2021 20:33:00,21.13,14.695
680,05-May-2021 20:34:00,21.12,14.695
681,05-May-2021 20:35:00,21.10,14.685
682,05-May-2021 20:36:00,21.08,14.695
683,05-May-2021 20:37:00,21.07,14.685
684,05-May-2021 20:38:00,21.05,14.695
685,05-May-2021 20:39:00,21.04,14.685
686,05-May-2021 20:40:00,21.03,14.685
687,05-May-2021 20:41:00,21.01,14.675
688,05-May-2021 20:42:00,21.00,14.695
689,05-May-2021 20:43:00,20.98,14.695
690,05-May-2021 20:44:00,20.97,14.695
691,05-May-2021 20:45:00,20.96,14.685
692,05-May-2021 20:46:00,20.95,14.685
693,05-May-2021 20:47:00,20.93,14.705
694,05-May-2021 20:48:00,20.92,14.695
695,05-May-2021 20:49:00,20.91,14.695
696,05-May-2021 20:50:00,20.90,14.695
697,05-May-2021 20:51:00,20.88,14.695
698,05-May-2021 20:52:00,20.87,14.695
699,05-May-2021 20:53:00,20.86,14.695
700,05-May-2021 20:54:00,20.85,14.695
701,05-May-2021 20:55:00,20.84,14.715
702,05-May-2021 20:56:00,20.83,14.695
703,05-May-2021 20:57:00,20.82,14.695
704,05-May-2021 20:58:00,20.81,14.695
705,05-May-2021 20:59:00,20.79,14.695
706,05-May-2021 21:00:00,20.78,14.715
707,05-May-2021 21:01:00,20.77,14.695
708,05-May-2021 21:02:00,20.76,14.695
709,05-May-2021 21:03:00,20.76,14.705
710,05-May-2021 21:04:00,20.74,14.705
711,05-May-2021 21:05:00,20.73,14.705
712,05-May-2021 21:06:00,20.72,14.695
713,05-May-2021 21:07:00,20.72,14.705
714,05-May-2021 21:08:00,20.71,14.705
715,05-May-2021 21:09:00,20.70,14.705
716,05-May-2021 21:10:00,20.69,14.715
717,05-May-2021 21:11:00,20.68,14.715
718,05-May-2021 21:12:00,20.67,14.685
719,05-May-2021 21:13:00,20.66,14.705
720,05-May-2021 21:14:00,20.65,14.695
721,05-May-2021 21:15:00,20.64,14.705
722,05-May-2021 21:16:00,20.64,14.705
723,05-May-2021 21:17:00,20.63,14.705
724,05-May-2021 21:18:00,20.62,14.695
725,05-May-2021 21:19:00,20.61,14.705
726,05-May-2021 21:20:00,20.61,14.695
727,05-May-2021 21:21:00,20.60,14.705
728,05-May-2021 21:22:00,20.59,14.705
729,05-May-2021 21:23:00,20.58,14.695
730,05-May-2021 21:24:00,20.58,14.705
731,05-May-2021 21:25:00,20.57,14.705
732,05-May-2021 21:26:00,20.56,14.705
733,05-May-2021 21:27:00,20.55,14.705
734,05-May-2021 21:28:00,20.55,14.705
735,05-May-2021 21:29:00,20.54,14.705
736,05-May-2021 21:30:00,20.54,14.705
737,05-May-2021 21:31:00,20.53,14.705
738,05-May-2021 21:32:00,20.52,14.705
739,05-May-2021 21:33:00,20.51,14.705
740,05-May-2021 21:34:00,20.51,14.705
741,05-May-2021 21:35:00,20.50,14.705
742,05-May-2021 21:36:00,20.50,14.705
743,05-May-2021 21:37:00,20.49,14.705
744,05-May-2021 21:38:00,20.48,14.705
745,05-May-2021 21:39:00,20.48,14.715
746,05-May-2021 21:40:00,20.47,14.705
747,05-May-2021 21:41:00,20.47,14.705
748,05-May-2021 21:42:00,20.46,14.705
749,05-May-2021 21:43:00,20.46,14.705
750,05-May-2021 21:44:00,20.45,14.705
751,05-May-2021 21:45:00,20.45,14.705
752,05-May-2021 21:46:00,20.44,14.705
753,05-May-2021 21:47:00,20.43,14.715
754,05-May-2021 21:48:00,20.43,14.705
755,05-May-2021 21:49:00,20.43,14.705
756,05-May-2021 21:50:00,20.42,14.705
757,05-May-2021 21:51:00,20.42,14.705
758,05-May-2021 21:52:00,20.41,14.705
759,05-May-2021 21:53:00,20.41,14.705
760,05-May-2021 21:54:00,20.40,14.705
761,05-May-2021 21:55:00,20.40,14.705
762,05-May-2021 21:56:00,20.39,14.715
763,05-May-2021 21:57:00,20.39,14.715
764,05-May-2021 21:58:00,20.38,14.715
765,05-May-2021 21:59:00,20.38,14.705
766,05-May-2021 22:00:00,20.37,14.715
767,05-May-2021 22:01:00,20.37,14.715
768,05-May-2021 22:02:00,20.36,14.715
769,05-May-2021 22:03:00,20.36,14.715
770,05-May-2021 22:04:00,20.36,14.715
771,05-May-2021 22:05:00,20.35,14.715
772,05-May-2021 22:06:00,20.35,14.715
773,05-May-2021 22:07:00,20.34,14.715
774,05-May-2021 22:08:00,20.34,14.715
775,05-May-2021 22:09:00,20.34,14.715
776,05-May-2021 22:10:00,20.33,14.705
777,05-May-2021 22:11:00,20.33,14.715
778,05-May-2021 22:12:00,20.33,14.715
779,05-May-2021 22:13:00,20.32,14.715
780,05-May-2021 22:14:00,20.32,14.715
781,05-May-2021 22:15:00,20.31,14.715
782,05-May-2021 22:16:00,20.31,14.715
783,05-May-2021 22:17:00,20.31,14.715
784,05-May-2021 22:18:00,20.30,14.715
785,05-May-2021 22:19:00,20.30,14.715
786,05-May-2021 22:20:00,20.30,14.715
787,05-May-2021 22:21:00,20.29,14.715
788,05-May-2021 22:22:00,20.29,14.715
789,05-May-2021 22:23:00,20.28,14.715
790,05-May-2021 22:24:00,20.28,14.715
791,05-May-2021 22:25:00,20.28,14.715
792,05-May-2021 22:26:00,20.28,14.726
793,05-May-2021 22:27:00,20.27,14.715
794,05-May-2021 22:28:00,20.27,14.715
795,05-May-2021 22:29:00,20.27,14.715
796,05-May-2021 22:30:00,20.26,14.715
797,05-May-2021 22:31:00,20.26,14.726
798,05-May-2021 22:32:00,20.26,14.715
799,05-May-2021 22:33:00,20.25,14.715
800,05-May-2021 22:34:00,20.25,14.715
801,05-May-2021 22:35:00,20.25,14.715
802,05-May-2021 22:36:00,20.24,14.715
803,05-May-2021 22:37:00,20.24,14.715
804,05-May-2021 22:38:00,20.23,14.715
805,05-May-2021 22:39:00,20.23,14.715
806,05-May-2021 22:40:00,20.23,14.715
807,05-May-2021 22:41:00,20.22,14.726
808,05-May-2021 22:42:00,20.22,14.715
809,05-May-2021 22:43:00,20.22,14.715
810,05-May-2021 22:44:00,20.22,14.715
811,05-May-2021 22:45:00,20.21,14.715
812,05-May-2021 22:46:00,20.21,14.726
813,05-May-2021 22:47:00,20.21,14.715
814,05-May-2021 22:48:00,20.20,14.715
815,05-May-2021 22:49:00,20.20,14.715
816,05-May-2021 22:50:00,20.20,14.715
817,05-May-2021 22:51:00,20.20,14.726
818,05-May-2021 22:52:00,20.19,14.715
819,05-May-2021 22:53:00,20.19,14.715
820,05-May-2021 22:54:00,20.19,14.715
821,05-May-2021 22:55:00,20.18,14.715
822,05-May-2021 22:56:00,20.18,14.726
823,05-May-2021 22:57:00,20.18,14.715
824,05-May-2021 22:58:00,20.18,14.726
825,05-May-2021 22:59:00,20.17,14.715
826,05-May-2021 23:00:00,20.17,14.715
827,05-May-2021 23:01:00,20.17,14.715
828,05-May-2021 23:02:00,20.16,14.715
829,05-May-2021 23:03:00,20.16,14.715
830,05-May-2021 23:04:00,20.16,14.715
831,05-May-2021 23:05:00,20.16,14.715
832,05-May-2021 23:06:00,20.15,14.715
833,05-May-2021 23:07:00,20.15,14.715
834,05-May-2021 23:08:00,20.15,14.726
835,05-May-2021 23:09:00,20.15,14.726
836,05-May-2021 23:10:00,20.14,14.726
837,05-May-2021 23:11:00,20.14,14.715
838,05-May-2021 23:12:00,20.14,14.715
839,05-May-2021 23:13:00,20.14,14.715
840,05-May-2021 23:14:00,20.13,14.715
841,05-May-2021 23:15:00,20.13,14.715
842,05-May-2021 23:16:00,20.13,14.715
843,05-May-2021 23:17:00,20.13,14.726
844,05-May-2021 23:18:00,20.12,14.715
845,05-May-2021 23:19:00,20.12,14.715
846,05-May-2021 23:20:00,20.12,14.715
847,05-May-2021 23:21:00,20.12,14.715
848,05-May-2021 23:22:00,20.11,14.715
849,05-May-2021 23:23:00,20.11,14.715
850,05-May-2021 23:24:00,20.11,14.715
851,05-May-2021 23:25:00,20.11,14.715
852,05-May-2021 23:26:00,20.11,14.715
853,05-May-2021 23:27:00,20.10,14.715
854,05-May-2021 23:28:00,20.10,14.726
855,05-May-2021 23:29:00,20.10,14.715
856,05-May-2021 23:30:00,20.10,14.715
857,05-May-2021 23:31:00,20.10,14.715
858,05-May-2021 23:32:00,20.09,14.715
859,05-May-2021 23:33:00,20.09,14.715
860,05-May-2021 23:34:00,20.09,14.715
861,05-May-2021 23:35:00,20.09,14.715
862,05-May-2021 23:36:00,20.08,14.715
863,05-May-2021 23:37:00,20.08,14.715
864,05-May-2021 23:38:00,20.08,14.715
865,05-May-2021 23:39:00,20.08,14.715
866,05-May-2021 23:40:00,20.07,14.705
867,05-May-2021 23:41:00,20.07,14.715
868,05-May-2021 23:42:00,20.07,14.715
869,05-May-2021 23:43:00,20.07,14.715
870,05-May-2021 23:44:00,20.07,14.715
871,05-May-2021 23:45:00,20.06,14.715
872,05-May-2021 23:46:00,20.06,14.715
873,05-May-2021 23:47:00,20.06,14.715
874,05-May-2021 23:48:00,20.06,14.715
875,05-May-2021 23:49:00,20.06,14.715
876,05-May-2021 23:50:00,20.05,14.715
877,05-May-2021 23:51:00,20.05,14.726
878,05-May-2021 23:52:00,20.05,14.715
879,05-May-2021 23:53:00,20.05,14.715
880,05-May-2021 23:54:00,20.05,14.715
881,05-May-2021 23:55:00,20.04,14.715
882,05-May-2021 23:56:00,20.04,14.715
883,05-May-2021 23:57:00,20.04,14.715
884,05-May-2021 23:58:00,20.04,14.715
885,05-May-2021 23:59:00,20.04,14.715
886,06-May-2021 00:00:00,20.04,14.715
887,06-May-2021 00:01:00,20.03,14.705
888,06-May-2021 00:02:00,20.03,14.715
889,06-May-2021 00:03:00,20.03,14.715
890,06-May-2021 00:04:00,20.03,14.715
891,06-May-2021 00:05:00,20.03,14.715
892,06-May-2021 00:06:00,20.02,14.715
893,06-May-2021 00:07:00,20.02,14.715
894,06-May-2021 00:08:00,20.02,14.705
895,06-May-2021 00:09:00,20.02,14.715
896,06-May-2021 00:10:00,20.02,14.715
897,06-May-2021 00:11:00,20.01,14.715
898,06-May-2021 00:12:00,20.01,14.705
899,06-May-2021 00:13:00,20.01,14.715
900,06-May-2021 00:14:00,20.01,14.715
901,06-May-2021 00:15:00,20.01,14.715
902,06-May-2021 00:16:00,20.01,14.715
903,06-May-2021 00:17:00,20.01,14.715
904,06-May-2021 00:18:00,20.00,14.715
905,06-May-2021 00:19:00,20.00,14.715
906,06-May-2021 00:20:00,20.00,14.726
907,06-May-2021 00:21:00,20.00,14.716
908,06-May-2021 00:22:00,20.00,14.705
909,06-May-2021 00:23:00,20.00,14.705
910,06-May-2021 00:24:00,19.99,14.716
911,06-May-2021 00:25:00,19.99,14.726
912,06-May-2021 00:26:00,19.99,14.716
913,06-May-2021 00:27:00,19.99,14.705
914,06-May-2021 00:28:00,19.99,14.716
915,06-May-2021 00:29:00,19.99,14.716
916,06-May-2021 00:30:00,19.98,14.716
917,06-May-2021 00:31:00,19.98,14.716
918,06-May-2021 00:32:00,19.98,14.716
919,06-May-2021 00:33:00,19.98,14.716
920,06-May-2021 00:34:00,19.98,14.716
921,06-May-2021 00:35:00,19.98,14.716
922,06-May-2021 00:36:00,19.98,14.716
923,06-May-2021 00:37:00,19.98,14.726
924,06-May-2021 00:38:00,19.97,14.716
925,06-May-2021 00:39:00,19.97,14.716
926,06-May-2021 00:40:00,19.97,14.716
927,06-May-2021 00:41:00,19.97,14.716
928,06-May-2021 00:42:00,19.97,14.716
929,06-May-2021 00:43:00,19.96,14.716
930,06-May-2021 00:44:00,19.96,14.716
931,06-May-2021 00:45:00,19.96,14.716
932,06-May-2021 00:46:00,19.96,14.716
933,06-May-2021 00:47:00,19.96,14.705
934,06-May-2021 00:48:00,19.96,14.716
935,06-May-2021 00:49:00,19.96,14.705
936,06-May-2021 00:50:00,19.95,14.716
937,06-May-2021 00:51:00,19.95,14.716
938,06-May-2021 00:52:00,19.95,14.716
939,06-May-2021 00:53:00,19.95,14.716
940,06-May-2021 00:54:00,19.95,14.716
941,06-May-2021 00:55:00,19.95,14.705
942,06-May-2021 00:56:00,19.95,14.705
943,06-May-2021 00:57:00,19.94,14.705
944,06-May-2021 00:58:00,19.94,14.716
945,06-May-2021 00:59:00,19.94,14.716
946,06-May-2021 01:00:00,19.94,14.716
947,06-May-2021 01:01:00,19.94,14.716
948,06-May-2021 01:02:00,19.94,14.716
949,06-May-2021 01:03:00,19.94,14.716
950,06-May-2021 01:04:00,19.94,14.716
951,06-May-2021 01:05:00,19.93,14.716
952,06-May-2021 01:06:00,19.93,14.716
953,06-May-2021 01:07:00,19.93,14.716
954,06-May-2021 01:08:00,19.93,14.705
955,06-May-2021 01:09:00,19.93,14.716
956,06-May-2021 01:10:00,19.93,14.716
957,06-May-2021 01:11:00,19.93,14.716
958,06-May-2021 01:12:00,19.92,14.716
959,06-May-2021 01:13:00,19.92,14.716
960,06-May-2021 01:14:00,19.92,14.716
961,06-May-2021 01:15:00,19.92,14.716
962,06-May-2021 01:16:00,19.92,14.716
963,06-May-2021 01:17:00,19.92,14.716
964,06-May-2021 01:18:00,19.92,14.716
965,06-May-2021 01:19:00,19.92,14.705
966,06-May-2021 01:20:00,19.91,14.716
967,06-May-2021 01:21:00,19.91,14.716
968,06-May-2021 01:22:00,19.91,14.716
969,06-May-2021 01:23:00,19.91,14.716
970,06-May-2021 01:24:00,19.91,14.705
971,06-May-2021 01:25:00,19.91,14.705
972,06-May-2021 01:26:00,19.91,14.705
973,06-May-2021 01:27:00,19.91,14.716
974,06-May-2021 01:28:00,19.90,14.716
975,06-May-2021 01:29:00,19.90,14.716
976,06-May-2021 01:30:00,19.90,14.716
977,06-May-2021 01:31:00,19.90,14.716
978,06-May-2021 01:32:00,19.90,14.705
979,06-May-2021 01:33:00,19.90,14.716
980,06-May-2021 01:34:00,19.90,14.705
981,06-May-2021 01:35:00,19.89,14.716
982,06-May-2021 01:36:00,19.89,14.716
983,06-May-2021 01:37:00,19.89,14.705
984,06-May-2021 01:38:00,19.89,14.705
985,06-May-2021 01:39:00,19.89,14.716
986,06-May-2021 01:40:00,19.89,14.716
987,06-May-2021 01:41:00,19.89,14.716
988,06-May-2021 01:42:00,19.89,14.716
989,06-May-2021 01:43:00,19.88,14.716
990,06-May-2021 01:44:00,19.88,14.705
991,06-May-2021 01:45:00,19.88,14.705
992,06-May-2021 01:46:00,19.88,14.716
993,06-May-2021 01:47:00,19.88,14.705
994,06-May-2021 01:48:00,19.88,14.705
995,06-May-2021 01:49:00,19.88,14.716
996,06-May-2021 01:50:00,19.88,14.705
997,06-May-2021 01:51:00,19.87,14.705
998,06-May-2021 01:52:00,19.87,14.716
999,06-May-2021 01:53:00,19.87,14.705
1000,06-May-2021 01:54:00,19.87,14.705
1001,06-May-2021 01:55:00,19.87,14.716
1002,06-May-2021 01:56:00,19.87,14.716
1003,06-May-2021 01:57:00,19.87,14.705
1004,06-May-2021 01:58:00,19.87,14.716
1005,06-May-2021 01:59:00,19.87,14.705
1006,06-May-2021 02:00:00,19.86,14.705
1007,06-May-2021 02:01:00,19.86,14.705
1008,06-May-2021 02:02:00,19.86,14.705
1009,06-May-2021 02:03:00,19.86,14.705
1010,06-May-2021 02:04:00,19.86,14.705
1011,06-May-2021 02:05:00,19.86,14.705
1012,06-May-2021 02:06:00,19.86,14.716
1013,06-May-2021 02:07:00,19.86,14.705
1014,06-May-2021 02:08:00,19.86,14.705
1015,06-May-2021 02:09:00,19.85,14.705
1016,06-May-2021 02:10:00,19.85,14.705
1017,06-May-2021 02:11:00,19.85,14.705
1018,06-May-2021 02:12:00,19.85,14.716
1019,06-May-2021 02:13:00,19.85,14.705
1020,06-May-2021 02:14:00,19.85,14.705
1021,06-May-2021 02:15:00,19.85,14.705
1022,06-May-2021 02:16:00,19.85,14.705
1023,06-May-2021 02:17:00,19.84,14.705
1024,06-May-2021 02:18:00,19.85,14.695
1025,06-May-2021 02:19:00,19.84,14.716
1026,06-May-2021 02:20:00,19.84,14.705
1027,06-May-2021 02:21:00,19.84,14.705
1028,06-May-2021 02:22:00,19.84,14.705
1029,06-May-2021 02:23:00,19.84,14.705
1030,06-May-2021 02:24:00,19.84,14.705
1031,06-May-2021 02:25:00,19.84,14.705
1032,06-May-2021 02:26:00,19.84,14.705
1033,06-May-2021 02:27:00,19.84,14.705
1034,06-May-2021 02:28:00,19.83,14.705
1035,06-May-2021 02:29:00,19.83,14.705
1036,06-May-2021 02:30:00,19.83,14.705
1037,06-May-2021 02:31:00,19.83,14.705
1038,06-May-2021 02:32:00,19.83,14.705
1039,06-May-2021 02:33:00,19.83,14.705
1040,06-May-2021 02:34:00,19.83,14.705
1041,06-May-2021 02:35:00,19.83,14.705
1042,06-May-2021 02:36:00,19.83,14.705
1043,06-May-2021 02:37:00,19.82,14.695
1044,06-May-2021 02:38:00,19.82,14.705
1045,06-May-2021 02:39:00,19.82,14.705
1046,06-May-2021 02:40:00,19.82,14.705
1047,06-May-2021 02:41:00,19.82,14.705
1048,06-May-2021 02:42:00,19.82,14.705
1049,06-May-2021 02:43:00,19.82,14.705
1050,06-May-2021 02:44:00,19.82,14.695
1051,06-May-2021 02:45:00,19.81,14.705
1052,06-May-2021 02:46:00,19.81,14.695
1053,06-May-2021 02:47:00,19.81,14.705
1054,06-May-2021 02:48:00,19.81,14.695
1055,06-May-2021 02:49:00,19.81,14.695
1056,06-May-2021 02:50:00,19.81,14.695
1057,06-May-2021 02:51:00,19.81,14.705
1058,06-May-2021 02:52:00,19.81,14.695
1059,06-May-2021 02:53:00,19.81,14.705
1060,06-May-2021 02:54:00,19.80,14.705
1061,06-May-2021 02:55:00,19.80,14.705
1062,06-May-2021 02:56:00,19.80,14.705
1063,06-May-2021 02:57:00,19.80,14.705
1064,06-May-2021 02:58:00,19.80,14.695
1065,06-May-2021 02:59:00,19.80,14.695
1066,06-May-2021 03:00:00,19.80,14.695
1067,06-May-2021 03:01:00,19.80,14.705
1068,06-May-2021 03:02:00,19.79,14.695
1069,06-May-2021 03:03:00,19.79,14.705
1070,06-May-2021 03:04:00,19.79,14.705
1071,06-May-2021 03:05:00,19.79,14.695
1072,06-May-2021 03:06:00,19.79,14.695
1073,06-May-2021 03:07:00,19.79,14.705
1074,06-May-2021 03:08:00,19.79,14.705
1075,06-May-2021 03:09:00,19.79,14.695
